contest_id,contest_type,question_no,accuracy,avg_solving_time,sub_ratio,tried_but_cannot_solved,total_participant,total_correct_sub_for_each_q,total_sub_for_each_q,total_time_to_sove_q
1586,1,1,0.9343599315601182,1364.0935575162312,0.900869826034793,422,6668,6007,6429,8194110
1586,1,2,0.8603168072413083,1452.8976566236252,0.6271745650869825,679,6668,4182,4861,6076018
1586,1,3,0.5857950974230044,2231.899678111588,0.27954409118176365,1318,6668,1864,3182,4160261
1586,1,4,0.9235064209938582,2498.9359129383315,0.24805038992201559,137,6668,1654,1791,4133240
1586,1,5,0.8641221374045801,2062.60777385159,0.08488302339532093,89,6668,566,655,1167436
1586,1,6,0.7258566978193146,2049.3390557939915,0.03494301139772046,88,6668,233,321,477496
1586,1,7,0.6923076923076923,2633.074074074074,0.004049190161967606,12,6668,27,39,71093
1586,1,8,0.6428571428571429,3263.8888888888887,0.0013497300539892022,5,6668,9,14,29375
1586,1,9,0.08333333333333333,2515.0,0.00014997000599880023,11,6668,1,12,2515
